id,nombre,nombre_corto,bloque,tipo,id_padre,padre,nivel,fundamento,fuente_codigo,fuente_nombre,fuente_url,fuente_fecha,verificado,cobertura,titular,titular_fuente_url,titular_fecha_verificacion,fecha_verificacion,notas
sec-6,Secretaría de Bienestar,Bienestar,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Raíz/base legal; desagregación pendiente,,,,2026-09-25,
sec-7,Secretaría de Medio Ambiente y Recursos Naturales,SEMARNAT,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Raíz/base legal; desagregación pendiente,,,,2026-09-25,
sec-8,Secretaría de Energía,SENER,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Cobertura parcial avanzada: nivel superior y ramas de Planeación/Transición y Electricidad,Luz Elena González Escobar,https://www.gob.mx/sener/es/articulos/gobierno-de-mexico-avanza-en-soberania-energetica-con-el-fortalecimiento-de-pemex-y-cfe,2026-09-25,2026-09-25,
sec-9,Secretaría de Economía,Economía,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Raíz/base legal; desagregación pendiente,,,,2026-09-25,
sec-10,Secretaría de Agricultura y Desarrollo Rural,Agricultura,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Raíz/base legal; desagregación pendiente,,,,2026-09-25,
sec-11,"Secretaría de Infraestructura, Comunicaciones y Transportes",SICT,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Raíz/base legal; desagregación pendiente,,,,2026-09-25,
sec-12,Secretaría Anticorrupción y Buen Gobierno,Buen Gobierno,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Raíz/base legal; desagregación pendiente,,,,2026-09-25,
sec-13,Secretaría de Educación Pública,SEP,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Raíz/base legal; desagregación pendiente,,,,2026-09-25,
sec-14,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación",SECIHTI,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Raíz/base legal; desagregación pendiente,,,,2026-09-25,
sec-15,Secretaría de Salud,Salud,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,"Estructura superior (artículo 2, apartado A) cargada; apartados B y C pendientes",David Kershenobich,https://www.gob.mx/salud/prensa/256-mexico-y-brasil-estrechan-su-cooperacion-en-salud,2026-09-25,2026-09-25,
sec-16,Secretaría del Trabajo y Previsión Social,STPS,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Raíz/base legal; desagregación pendiente,,,,2026-09-25,
sec-17,"Secretaría de Desarrollo Agrario, Territorial y Urbano",SEDATU,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Raíz/base legal; desagregación pendiente,,,,2026-09-25,
sec-18,Secretaría de Cultura,Cultura,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Raíz/base legal; desagregación pendiente,,,,2026-09-25,
sec-19,Secretaría de Turismo,Turismo,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Raíz/base legal; desagregación pendiente,,,,2026-09-25,
sec-20,Secretaría de las Mujeres,Mujeres,Poder Ejecutivo,Secretaría de Estado,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Estructura jerárquica básica cargada con Reglamento Interior 2025 y Manual de Organización General 2026,Laura Itzel Castillo Juárez,https://www.gob.mx/mujeres/prensa/la-presidenta-claudia-sheinbaum-nombra-a-laura-itzel-castillo-como-nueva-titular-de-la-secretaria-de-las-mujeres-428572,2026-09-25,2026-09-25,
sec-21,Agencia de Transformación Digital y Telecomunicaciones,ATDT,Poder Ejecutivo,Agencia / dependencia del Ejecutivo Federal,apf-central,Administración Pública Federal Centralizada,3,LOAPF art. 26,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Estructura administrativa base + actualización normativa posterior de órgano regulador; requiere seguimiento evolutivo,José Antonio Peña Merino,https://www.gob.mx/atdt/sobre-la-agencia,2026-09-25,2026-09-25,
apf-para,Administración Pública Federal Paraestatal,APF Paraestatal,Poder Ejecutivo,Rama administrativa,exec-root,Poder Ejecutivo de la Unión,2,LOAPF arts. 1 y 3,LOAPF,Ley Orgánica de la Administración Pública Federal,https://www.diputados.gob.mx/LeyesBiblio/pdf/LOAPF.pdf,,Sí,Registro base verificado,,,,2026-09-25,
leg-root,Congreso General de los Estados Unidos Mexicanos,Congreso de la Unión,Poder Legislativo,Poder,,Estado mexicano,1,CPEUM arts. 49 y 50,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
dip,Cámara de Diputados,Diputados,Poder Legislativo,Cámara legislativa,leg-root,Congreso General,2,CPEUM art. 50,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
sen,Cámara de Senadores,Senado,Poder Legislativo,Cámara legislativa,leg-root,Congreso General,2,CPEUM art. 50,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
jud-root,Poder Judicial de la Federación,PJF,Poder Judicial,Poder,,Estado mexicano,1,CPEUM arts. 49 y 94,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
jud-0,Suprema Corte de Justicia de la Nación,SCJN,Poder Judicial,Órgano jurisdiccional,jud-root,Poder Judicial de la Federación,2,CPEUM art. 94,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
jud-1,Tribunal Electoral,TEPJF,Poder Judicial,Órgano jurisdiccional,jud-root,Poder Judicial de la Federación,2,CPEUM art. 94,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
jud-2,Plenos Regionales,Plenos Regionales,Poder Judicial,Órgano jurisdiccional,jud-root,Poder Judicial de la Federación,2,CPEUM art. 94,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
jud-3,Tribunales Colegiados de Circuito,Tribunales Colegiados de Ci…,Poder Judicial,Órgano jurisdiccional,jud-root,Poder Judicial de la Federación,2,CPEUM art. 94,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
jud-4,Tribunales Colegiados de Apelación,Tribunales Colegiados de Ap…,Poder Judicial,Órgano jurisdiccional,jud-root,Poder Judicial de la Federación,2,CPEUM art. 94,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
jud-5,Juzgados de Distrito,Juzgados de Distrito,Poder Judicial,Órgano jurisdiccional,jud-root,Poder Judicial de la Federación,2,CPEUM art. 94,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
aut-ine,Instituto Nacional Electoral,INE,Autonomía constitucional,Órgano público autónomo,,Estado mexicano,2,CPEUM art. 41 Base V Apartado A,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
aut-banxico,Banco de México,Banxico,Autonomía constitucional,Banco central autónomo,,Estado mexicano,2,CPEUM art. 28,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
aut-cndh,Comisión Nacional de los Derechos Humanos,CNDH,Autonomía constitucional,Organismo constitucional autónomo,,Estado mexicano,2,CPEUM art. 102 apartado B,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
aut-fgr,Fiscalía General de la República,FGR,Autonomía constitucional,Órgano público autónomo,,Estado mexicano,2,CPEUM art. 102 apartado A,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
aut-snieg,Instituto Nacional de Estadística y Geografía (INEGI),INEGI,Autonomía constitucional,Organismo con autonomía técnica y de gestión,,Estado mexicano,2,CPEUM art. 26 apartado B,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-0,Aguascalientes,Aguascalientes,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-1,Baja California,Baja California,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-2,Baja California Sur,Baja California Sur,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-3,Campeche,Campeche,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-4,Coahuila de Zaragoza,Coahuila de Zaragoza,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-5,Colima,Colima,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-6,Chiapas,Chiapas,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-7,Chihuahua,Chihuahua,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-8,Durango,Durango,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-9,Guanajuato,Guanajuato,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-10,Guerrero,Guerrero,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-11,Hidalgo,Hidalgo,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-12,Jalisco,Jalisco,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-13,México,México,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-14,Michoacán de Ocampo,Michoacán de Ocampo,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-15,Morelos,Morelos,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-16,Nayarit,Nayarit,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-17,Nuevo León,Nuevo León,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-18,Oaxaca,Oaxaca,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-19,Puebla,Puebla,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-20,Querétaro,Querétaro,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-21,Quintana Roo,Quintana Roo,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-22,San Luis Potosí,San Luis Potosí,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-23,Sinaloa,Sinaloa,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-24,Sonora,Sonora,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-25,Tabasco,Tabasco,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-26,Tamaulipas,Tamaulipas,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-27,Tlaxcala,Tlaxcala,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-28,Veracruz de Ignacio de la Llave,Veracruz de Ignacio de la L…,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-29,Yucatán,Yucatán,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-30,Zacatecas,Zacatecas,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
state-31,Ciudad de México,Ciudad de México,Entidades federativas,Entidad federativa,,Federación,1,CPEUM art. 43,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Registro base verificado,,,,2026-09-25,
jud-tdj,Tribunal de Disciplina Judicial,TDJ,Poder Judicial,Órgano disciplinario del PJF,jud-root,Poder Judicial de la Federación,2,CPEUM arts. 94 y 100,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Órgano de disciplina del Poder Judicial de la Federación,,,,2026-09-25,
jud-oaj,Órgano de Administración Judicial,OAJ,Poder Judicial,Órgano de administración del PJF,jud-root,Poder Judicial de la Federación,2,CPEUM arts. 94 y 100,CPEUM,Constitución Política de los Estados Unidos Mexicanos,https://www.diputados.gob.mx/LeyesBiblio/pdf/CPEUM.pdf,2026-03-03,Sí,Órgano responsable de administración y carrera judicial,,,,2026-09-25,
muj-uaj,Unidad de Asuntos Jurídicos,UAJ,Poder Ejecutivo,Unidad,sec-20,Secretaría de las Mujeres,4,RI art. 2; MOG 2026,MOG_MUJERES_2026,Manual de Organización General de la Secretaría de las Mujeres,https://www.dof.gob.mx/nota_detalle.php?codigo=5785056&fecha=16/04/2026,2026-04-16,Sí,Estructura jerárquica básica verificada con Reglamento Interior 2025 y Manual de Organización General 2026,,,,2026-09-25,
muj-dgcs,Dirección General de Comunicación Social,DG Comunicación Social,Poder Ejecutivo,Dirección General,sec-20,Secretaría de las Mujeres,4,RI art. 2; MOG 2026,MOG_MUJERES_2026,Manual de Organización General de la Secretaría de las Mujeres,https://www.dof.gob.mx/nota_detalle.php?codigo=5785056&fecha=16/04/2026,2026-04-16,Sí,Estructura jerárquica básica verificada con Reglamento Interior 2025 y Manual de Organización General 2026,,,,2026-09-25,
muj-cgvs,Coordinación General de Vinculación y Seguimiento,CG Vinculación,Poder Ejecutivo,Coordinación General,sec-20,Secretaría de las Mujeres,4,RI art. 2; MOG 2026,MOG_MUJERES_2026,Manual de Organización General de la Secretaría de las Mujeres,https://www.dof.gob.mx/nota_detalle.php?codigo=5785056&fecha=16/04/2026,2026-04-16,Sí,Estructura jerárquica básica verificada con Reglamento Interior 2025 y Manual de Organización General 2026,,,,2026-09-25,
muj-dgct,Dirección General de Cooperación Técnica,DG Cooperación Técnica,Poder Ejecutivo,Dirección General,muj-cgvs,Coordinación General de Vinculación y Seguimiento,5,MOG 2026,MOG_MUJERES_2026,Manual de Organización General de la Secretaría de las Mujeres,https://www.dof.gob.mx/nota_detalle.php?codigo=5785056&fecha=16/04/2026,2026-04-16,Sí,Estructura jerárquica básica verificada con Reglamento Interior 2025 y Manual de Organización General 2026,,,,2026-09-25,
